ID,Phase,Day,Task,Daily brief file,Phase overview file,Prompt for Codex,Status,Owner,Started (UTC),Completed (UTC),Evidence / PR link,Blockers / notes,Expected outcome
P05-D13,05,13,Validate one pilot specification,deep-research-phase-plan/phase-05-international-seo/day-13.md,deep-research-phase-plan/phase-05-international-seo.md,"Execute `deep-research-phase-plan/phase-05-international-seo/day-13.md` exactly as written. Your goal is: Validate one pilot specification. Produce this outcome: A dry-run validation of a proposed locale/tool cluster without publishing pages. Read `deep-research-phase-plan/phase-05-international-seo.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A dry-run validation of a proposed locale/tool cluster without publishing pages
P05-D14,05,14,Publish the Phase 05 handoff,deep-research-phase-plan/phase-05-international-seo/day-14.md,deep-research-phase-plan/phase-05-international-seo.md,"Execute `deep-research-phase-plan/phase-05-international-seo/day-14.md` exactly as written. Your goal is: Publish the Phase 05 handoff. Produce this outcome: A staged international decision log with Spanish remediation, approved pilots, holds, and unknowns. Read `deep-research-phase-plan/phase-05-international-seo.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A staged international decision log with Spanish remediation, approved pilots, holds, and unknowns"
P06-D01,06,01,Create the five-gate scoring rubric,deep-research-phase-plan/phase-06-product-expansion-authority/day-01.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-01.md` exactly as written. Your goal is: Create the five-gate scoring rubric. Produce this outcome: A weighted, evidence-cited rubric for search intent, competition, cluster fit, frontend feasibility, and differentiation. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A weighted, evidence-cited rubric for search intent, competition, cluster fit, frontend feasibility, and differentiation"
P06-D02,06,02,Inventory cluster gaps,deep-research-phase-plan/phase-06-product-expansion-authority/day-02.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-02.md` exactly as written. Your goal is: Inventory cluster gaps. Produce this outcome: A current-capability versus candidate matrix for the three core clusters. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A current-capability versus candidate matrix for the three core clusters
P06-D03,06,03,Research EXIF and PDF metadata tools,deep-research-phase-plan/phase-06-product-expansion-authority/day-03.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-03.md` exactly as written. Your goal is: Research EXIF and PDF metadata tools. Produce this outcome: An evidence pack and score for EXIF viewer/remover and PDF metadata remover. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,An evidence pack and score for EXIF viewer/remover and PDF metadata remover
P06-D04,06,04,Research HAR analyzer,deep-research-phase-plan/phase-06-product-expansion-authority/day-04.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-04.md` exactly as written. Your goal is: Research HAR analyzer. Produce this outcome: An evidence pack and score for a client-side HAR analyzer with an explicit sensitive-data threat model. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,An evidence pack and score for a client-side HAR analyzer with an explicit sensitive-data threat model
P06-D05,06,05,Research JSON-to-types and CSV diagnostics,deep-research-phase-plan/phase-06-product-expansion-authority/day-05.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-05.md` exactly as written. Your goal is: Research JSON-to-types and CSV diagnostics. Produce this outcome: Evidence packs and scores for JSON to TypeScript/Zod and CSV diagnostics. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,Evidence packs and scores for JSON to TypeScript/Zod and CSV diagnostics
P06-D06,06,06,Research Unicode and cron candidates,deep-research-phase-plan/phase-06-product-expansion-authority/day-06.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-06.md` exactly as written. Your goal is: Research Unicode and cron candidates. Produce this outcome: Evidence packs and scores for Unicode inspector/normalizer and Cron visualizer. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,Evidence packs and scores for Unicode inspector/normalizer and Cron visualizer
P06-D07,06,07,Select or hold the first candidate,deep-research-phase-plan/phase-06-product-expansion-authority/day-07.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-07.md` exactly as written. Your goal is: Select or hold the first candidate. Produce this outcome: A transparent go/hold decision and runner-up, with no build authorized unless every gate passes. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A transparent go/hold decision and runner-up, with no build authorized unless every gate passes"
P06-D08,06,08,Write the selected tool product brief,deep-research-phase-plan/phase-06-product-expansion-authority/day-08.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-08.md` exactly as written. Your goal is: Write the selected tool product brief. Produce this outcome: An implementation-ready product brief or a hold-resolution plan if no candidate passed. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,An implementation-ready product brief or a hold-resolution plan if no candidate passed
P06-D09,06,09,Write the technical and test design,deep-research-phase-plan/phase-06-product-expansion-authority/day-09.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-09.md` exactly as written. Your goal is: Write the technical and test design. Produce this outcome: A module/dependency plan, synthetic fixture set, performance budget, and rollback strategy. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A module/dependency plan, synthetic fixture set, performance budget, and rollback strategy"
P06-D10,06,10,Design integration and launch paths,deep-research-phase-plan/phase-06-product-expansion-authority/day-10.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-10.md` exactly as written. Your goal is: Design integration and launch paths. Produce this outcome: A sitemap, canonical, hub-link, related-link, content, and measurement specification. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A sitemap, canonical, hub-link, related-link, content, and measurement specification"
P06-D11,06,11,Define the linkable asset thesis,deep-research-phase-plan/phase-06-product-expansion-authority/day-11.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-11.md` exactly as written. Your goal is: Define the linkable asset thesis. Produce this outcome: An evidence-backed outline for one technically useful privacy/local-processing asset. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,An evidence-backed outline for one technically useful privacy/local-processing asset
P06-D12,06,12,Research editorial audiences,deep-research-phase-plan/phase-06-product-expansion-authority/day-12.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-12.md` exactly as written. Your goal is: Research editorial audiences. Produce this outcome: A relevance-qualified prospecting procedure and seed list with source/date, not outreach outcomes. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A relevance-qualified prospecting procedure and seed list with source/date, not outreach outcomes"
P06-D13,06,13,Write outreach and measurement protocol,deep-research-phase-plan/phase-06-product-expansion-authority/day-13.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-13.md` exactly as written. Your goal is: Write outreach and measurement protocol. Produce this outcome: A reviewed outreach template set, contact log schema, and ethical stop rules. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A reviewed outreach template set, contact log schema, and ethical stop rules"
P06-D14,06,14,Publish the Phase 06 handoff,deep-research-phase-plan/phase-06-product-expansion-authority/day-14.md,deep-research-phase-plan/phase-06-product-expansion-authority.md,"Execute `deep-research-phase-plan/phase-06-product-expansion-authority/day-14.md` exactly as written. Your goal is: Publish the Phase 06 handoff. Produce this outcome: A go/hold product packet plus asset/outreach plan, with all unobserved outcomes marked pending. Read `deep-research-phase-plan/phase-06-product-expansion-authority.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A go/hold product packet plus asset/outreach plan, with all unobserved outcomes marked pending"
P07-D01,07,01,Define KPI dictionary,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-01.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-01.md` exactly as written. Your goal is: Define KPI dictionary. Produce this outcome: A versioned definition for every roadmap KPI, including formula, source, dimensions, and unavailable-data behavior. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A versioned definition for every roadmap KPI, including formula, source, dimensions, and unavailable-data behavior"
P07-D02,07,02,Build the weekly evidence log,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-02.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-02.md` exactly as written. Your goal is: Build the weekly evidence log. Produce this outcome: A reusable Monday reporting sheet with raw-export references and unknown/pending states. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A reusable Monday reporting sheet with raw-export references and unknown/pending states
P07-D03,07,03,Specify GSC weekly review,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-03.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-03.md` exactly as written. Your goal is: Specify GSC weekly review. Produce this outcome: An exact console/export runbook for indexation, sitemaps, performance, devices, countries, and crawl stats. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"An exact console/export runbook for indexation, sitemaps, performance, devices, countries, and crawl stats"
P07-D04,07,04,Specify product analytics review,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-04.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-04.md` exactly as written. Your goal is: Specify product analytics review. Produce this outcome: A privacy-safe runbook for starts, completions, errors, downloads/copies, and returning use. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A privacy-safe runbook for starts, completions, errors, downloads/copies, and returning use"
P07-D05,07,05,Specify CWV and crawl review,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-05.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-05.md` exactly as written. Your goal is: Specify CWV and crawl review. Produce this outcome: A joined but non-conflated procedure for field CWV, lab diagnostics, and regression crawl findings. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A joined but non-conflated procedure for field CWV, lab diagnostics, and regression crawl findings"
P07-D06,07,06,Create the experiment register,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-06.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-06.md` exactly as written. Your goal is: Create the experiment register. Produce this outcome: A governance-ready register with hypothesis, control, variant, primary metric, guardrails, window, and status. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A governance-ready register with hypothesis, control, variant, primary metric, guardrails, window, and status"
P07-D07,07,07,Prioritize experiments from evidence,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-07.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-07.md` exactly as written. Your goal is: Prioritize experiments from evidence. Produce this outcome: A ranked launch/hold queue; low-data pages remain held rather than forced into tests. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A ranked launch/hold queue; low-data pages remain held rather than forced into tests
P07-D08,07,08,Define privacy-title experiment,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-08.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-08.md` exactly as written. Your goal is: Define privacy-title experiment. Produce this outcome: A deployable test protocol for generic versus privacy-specific titles without unverified claims. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A deployable test protocol for generic versus privacy-specific titles without unverified claims
P07-D09,07,09,Define content-block experiment,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-09.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-09.md` exactly as written. Your goal is: Define content-block experiment. Produce this outcome: A deployable protocol for example or troubleshooting content with tool-start and long-tail metrics. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A deployable protocol for example or troubleshooting content with tool-start and long-tail metrics
P07-D10,07,10,Define internal-link experiment,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-10.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-10.md` exactly as written. Your goal is: Define internal-link experiment. Produce this outcome: A deployable protocol for contextual workflow links with click and crawl/impression outcomes. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A deployable protocol for contextual workflow links with click and crawl/impression outcomes
P07-D11,07,11,Prepare the Week 12 regression crawl,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-11.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-11.md` exactly as written. Your goal is: Prepare the Week 12 regression crawl. Produce this outcome: An exact crawl configuration, canonical/indexability comparison method, and artifact directory convention. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"An exact crawl configuration, canonical/indexability comparison method, and artifact directory convention"
P07-D12,07,12,Prepare cannibalization and opportunity review,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-12.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-12.md` exactly as written. Your goal is: Prepare cannibalization and opportunity review. Produce this outcome: A query-page analysis method for competing URLs, weak CTR, and positions 11–20 without declaring causes prematurely. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"A query-page analysis method for competing URLs, weak CTR, and positions 11–20 without declaring causes prematurely"
P07-D13,07,13,Run or rehearse quarter decision meeting,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-13.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-13.md` exactly as written. Your goal is: Run or rehearse quarter decision meeting. Produce this outcome: A decision packet populated only with available evidence and explicit unknowns. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,A decision packet populated only with available evidence and explicit unknowns
P07-D14,07,14,Publish next-quarter handoff,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-14.md,deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md,"Execute `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review/day-14.md` exactly as written. Your goal is: Publish next-quarter handoff. Produce this outcome: An evidence-linked roadmap recommendation with owners, dependencies, held bets, and no ranking promises. Read `deep-research-phase-plan/phase-07-measurement-experiments-quarter-review.md` as the source of truth; review the brief’s prerequisites and the prior day’s handoff when one exists. Complete the ordered tasks, make only changes authorized by the brief, run every verification check, and record deliverables and evidence. If external console access or authoritative evidence is unavailable, complete the repository-local fallback and mark the result pending or unknown—never infer or invent results. Finish by updating the evidence log and handoff, then report changed files, checks run, blockers, and the next-day readiness status.",Not started,,,,,,"An evidence-linked roadmap recommendation with owners, dependencies, held bets, and no ranking promises"
